n,price_std,ci_std,price_anti,ci_anti,price_cv,ci_cv,beta_cv,price_combined,ci_combined,beta_combined,bs_price
1000,11.000944368364664,0.9554048152363974,10.420376924342794,0.633812070624105,10.592629013213484,0.35314265839766196,0.6985235887975864,10.599669144631845,0.14861596023520537,2.73416941581102,10.450583572185565
10000,10.454084741071522,0.2857127946830229,10.29836903647564,0.2001527682742127,10.365897756318311,0.10942717824966057,0.6791753518026503,10.47540299048024,0.05603541063453154,2.458770772159142,10.450583572185565
100000,10.350875069902875,0.09079791599686823,10.487033758440825,0.06446174337083324,10.449265768481746,0.034748373621551684,0.6715819921405471,10.4703359205346,0.016690350744562016,2.531974720568891,10.450583572185565
500000,10.441623064247468,0.040839109568065655,10.44466594526624,0.028680246223163803,10.441819812141427,0.01553500412188305,0.6744209586958614,10.44870295587865,0.00759705858873504,2.5122218837762653,10.450583572185565
1000000,10.465754591371574,0.028875373788187234,10.4470642709564,0.020351334026381705,10.446787174728689,0.011000287677145929,0.6734991585640738,10.452005945417497,0.005389790361394349,2.5053671458934663,10.450583572185565
